timestamp,machine_id,node,vibX,vibY,vibZ,courant,rpm,pression,label,label_source
2026-04-16T10:03:46.780000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:03:47.286000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.04,0.12,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:03:47.818000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:03:48.330000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.04,0.12,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:03:48.829000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.88,0.0,0.0,,normal,threshold
2026-04-16T10:03:49.296000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.13,0.88,0.0,0.0,,normal,threshold
2026-04-16T10:03:49.801000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.13,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:03:50.297000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.88,0.0,0.0,,normal,threshold
2026-04-16T10:03:50.893000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:03:51.304000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.04,0.12,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:03:51.843000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:03:52.426000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.88,0.0,0.0,,normal,threshold
2026-04-16T10:03:52.934000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.04,0.12,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:03:53.466000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:03:53.837000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.04,0.13,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:03:54.322000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.13,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:03:54.830000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:03:55.350000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.88,0.0,0.0,,normal,threshold
2026-04-16T10:03:55.834000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:03:56.420000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.04,0.12,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:03:56.846000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:03:57.340000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:03:57.849000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:03:58.351000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.04,0.13,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:03:58.856000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:03:59.369000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.13,0.88,0.0,0.0,,normal,threshold
2026-04-16T10:03:59.861000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:04:00.344000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.88,0.0,0.0,,normal,threshold
2026-04-16T10:04:00.929000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.13,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:04:01.364000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:04:01.868000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.13,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:04:02.454000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.04,0.12,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:04:02.973000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:04:03.379000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.88,0.0,0.0,,normal,threshold
2026-04-16T10:04:03.884000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.88,0.0,0.0,,normal,threshold
2026-04-16T10:04:04.423000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.04,0.12,0.88,0.0,0.0,,normal,threshold
2026-04-16T10:04:04.963000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:04:05.431000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:04:05.890000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:04:06.399000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:04:06.900000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.88,0.0,0.0,,normal,threshold
2026-04-16T10:04:07.417000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.04,0.13,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:04:07.895000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.13,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:04:08.407000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:04:09.117000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.04,0.12,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:04:09.414000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.88,0.0,0.0,,normal,threshold
2026-04-16T10:04:10.001000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:04:10.432000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.04,0.13,0.88,0.0,0.0,,normal,threshold
2026-04-16T10:04:10.986000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.04,0.13,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:04:11.428000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:04:11.930000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.13,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:04:12.439000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:04:12.940000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.13,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:04:13.442000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.04,0.13,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:04:13.945000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:04:14.450000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:04:14.949000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.13,0.89,0.0,0.0,,normal,threshold
2026-04-16T10:04:15.493000+00:00,ESP32-NODE-01,ESP32-NODE-01,-0.03,0.12,0.89,0.0,0.0,,normal,threshold
